time_tag,satellite,flux,observed_flux,electron_correction,electron_contaminaton,energy
2023-11-01 03:33:00+00:00,18,1.919396254379535e-06,1.963554950634716e-06,4.415858612105694e-08,False,0.1-0.8nm
2023-11-01 03:34:00+00:00,18,1.9146793874824652e-06,1.959069777512923e-06,4.439030476532935e-08,False,0.1-0.8nm
2023-11-01 03:35:00+00:00,18,1.9056172959608375e-06,1.949053739735973e-06,4.343658943639639e-08,False,0.1-0.8nm
2023-11-01 03:36:00+00:00,18,1.9002004592039157e-06,1.9401511508476688e-06,3.995066677475734e-08,False,0.1-0.8nm
2023-11-01 03:37:00+00:00,18,1.8911986217062804e-06,1.929842255776748e-06,3.864354880533938e-08,False,0.1-0.8nm
2023-11-01 03:38:00+00:00,18,1.8804574892783421e-06,1.9195504137314856e-06,3.9092839188015205e-08,False,0.1-0.8nm
2023-11-01 03:39:00+00:00,18,1.867664195742691e-06,1.9029089344257955e-06,3.5244831053660164e-08,False,0.1-0.8nm
2023-11-01 03:40:00+00:00,18,1.8545978264228324e-06,1.8922509070762317e-06,3.765313039139073e-08,False,0.1-0.8nm
2023-11-01 03:41:00+00:00,18,1.843668883338978e-06,1.8812806956702843e-06,3.761184785844307e-08,False,0.1-0.8nm
2023-11-01 03:42:00+00:00,18,1.835499233493465e-06,1.8751445622910978e-06,3.96453501139149e-08,False,0.1-0.8nm
2023-11-01 03:43:00+00:00,18,1.8251197388963192e-06,1.8647453998710262e-06,3.9625675185561704e-08,False,0.1-0.8nm
2023-11-01 03:44:00+00:00,18,1.820804413910082e-06,1.860948373177962e-06,4.0143930846170406e-08,False,0.1-0.8nm
2023-11-01 03:45:00+00:00,18,1.8502375951356953e-06,1.8909989876192412e-06,4.0761445774251115e-08,False,0.1-0.8nm
2023-11-01 03:46:00+00:00,18,1.867089167717495e-06,1.9075391719525214e-06,4.04500752893e-08,False,0.1-0.8nm
2023-11-01 03:47:00+00:00,18,1.8517215494284756e-06,1.8921479068012559e-06,4.042636803092137e-08,False,0.1-0.8nm
2023-11-01 03:48:00+00:00,18,1.8360351532464847e-06,1.8769206917568226e-06,4.088556337933369e-08,False,0.1-0.8nm
2023-11-01 03:49:00+00:00,18,1.8166646214012871e-06,1.8543070154919405e-06,3.7642397643367076e-08,False,0.1-0.8nm
2023-11-01 03:50:00+00:00,18,1.8004138837568462e-06,1.8362621858614148e-06,3.5848270130145465e-08,False,0.1-0.8nm
2023-11-01 03:51:00+00:00,18,1.7876180891107651e-06,1.8237831227452261e-06,3.6164948369332706e-08,False,0.1-0.8nm
2023-11-01 03:52:00+00:00,18,1.7769456235328107e-06,1.81179143510235e-06,3.484580446411201e-08,False,0.1-0.8nm
2023-11-01 03:53:00+00:00,18,1.7714294244797202e-06,1.8066845086650574e-06,3.5255073527196146e-08,False,0.1-0.8nm
2023-11-01 03:54:00+00:00,18,1.7627733086555963e-06,1.7979814401769545e-06,3.5208156390353906e-08,False,0.1-0.8nm
2023-11-01 03:55:00+00:00,18,1.7562285847816383e-06,1.7921036032930715e-06,3.5874961668014294e-08,False,0.1-0.8nm
2023-11-01 03:56:00+00:00,18,1.7508550627098884e-06,1.7842164652392967e-06,3.3361395423980866e-08,False,0.1-0.8nm
2023-11-01 03:57:00+00:00,18,1.7471795672463486e-06,1.7817513935369789e-06,3.457179431620716e-08,False,0.1-0.8nm
2023-11-01 03:58:00+00:00,18,1.7373456557834288e-06,1.7721929452818586e-06,3.484733923642125e-08,False,0.1-0.8nm
2023-11-01 03:59:00+00:00,18,1.727474568724574e-06,1.7645044181335834e-06,3.70298884888598e-08,False,0.1-0.8nm
2023-11-01 04:00:00+00:00,18,1.7206086795340525e-06,1.7572114074937417e-06,3.6602681774411394e-08,False,0.1-0.8nm
2023-11-01 04:01:00+00:00,18,1.7149228597190813e-06,1.749933971950668e-06,3.501115486415074e-08,False,0.1-0.8nm
2023-11-01 04:02:00+00:00,18,1.709844354991219e-06,1.7474322930866037e-06,3.758794875352578e-08,False,0.1-0.8nm
2023-11-01 04:03:00+00:00,18,1.7022275642375462e-06,1.7405159269401338e-06,3.8288401782438086e-08,False,0.1-0.8nm
2023-11-01 04:04:00+00:00,18,1.698680875961145e-06,1.7370207388012204e-06,3.8339916130780693e-08,False,0.1-0.8nm
2023-11-01 04:05:00+00:00,18,1.693037461336644e-06,1.7299989849561825e-06,3.696146677611978e-08,False,0.1-0.8nm
2023-11-01 04:06:00+00:00,18,1.6842186596477404e-06,1.7231873243872542e-06,3.8968615001522267e-08,False,0.1-0.8nm
2023-11-01 04:07:00+00:00,18,1.6783011460574926e-06,1.716551651043119e-06,3.8250497880198964e-08,False,0.1-0.8nm
2023-11-01 04:08:00+00:00,18,1.6724247871025e-06,1.7132417724496918e-06,4.0816889423922476e-08,False,0.1-0.8nm
2023-11-01 04:09:00+00:00,18,1.6659045058986521e-06,1.7077989014069317e-06,4.189435642842909e-08,False,0.1-0.8nm
2023-11-01 04:10:00+00:00,18,1.6607584711891832e-06,1.7031502466124948e-06,4.239171857989277e-08,False,0.1-0.8nm
2023-11-01 04:11:00+00:00,18,1.6548171970498515e-06,1.6973190213320777e-06,4.250184204579455e-08,False,0.1-0.8nm
2023-11-01 04:12:00+00:00,18,1.6520815506737563e-06,1.6948891925494536e-06,4.2807680955547767e-08,False,0.1-0.8nm
2023-11-01 04:13:00+00:00,18,1.6475137272209395e-06,1.6902039305932703e-06,4.269021047775823e-08,False,0.1-0.8nm
2023-11-01 04:14:00+00:00,18,1.6424894511146704e-06,1.6853566648933338e-06,4.2867217331377105e-08,False,0.1-0.8nm
2023-11-01 04:15:00+00:00,18,1.6386713923566276e-06,1.6814306036394555e-06,4.2759261020819395e-08,False,0.1-0.8nm
